stop_name,parent_station,zone_id,stop_id,stop_desc,stop_lat,stop_lon,location_type,platform_code
Amruthahalli,nan,AMRH1,23067,Amruthahalli (Towards Byatarayanapura),13.06576,77.60081,,nan
Amruthahalli,nan,AMRH1,35173,Amruthahalli (Towards Jakkur Layout),13.06574,77.60076,,nan
Amruthahalli Bank,nan,AMRH1,29711,Amruthahalli Bank (Towards Byatarayanapura),13.066,77.59824,,nan
Amruthahalli Bank,nan,AMRH1,31884,Amruthahalli Bank (Towards Amruthahalli),13.06604,77.59824,,nan
Amruthanagara,nan,AMN,31850,Amruthanagara (Towards Anjanapura),12.8394,77.54987,,nan
Amruthanagara,nan,AMN,35497,Amruthanagara (Towards Kulumepalya),12.83949,77.54993,,nan
Amruthanagara Canara Bank,nan,AMRNC1,29502,Amruthanagara Canara Bank (Towards Dasarahalli Hebbal),13.05518,77.59969,,nan
Amruthanagara Canara Bank,nan,AMRNC1,35496,Amruthanagara Canara Bank (Towards Military Dairy Farm),13.05506,77.59974,,nan
Amruthaya central school,nan,AMTCS,39318,Amruthaya central school (Towards Kattigenahalli Cross),13.11346,77.62438,,nan
Anagalipura,nan,ANGLP,29503,Anagalipura (Towards Dodda Gubbi),13.06842,77.68234,,nan
Anagalipura,nan,ANGLP,35495,Anagalipura (Towards Anagalipura Cross ),13.06838,77.68241,,nan
Anagalipura Gate,nan,ANR2,29504,Anagalipura Gate (Towards Bande Bommasandra),13.07306,77.67885,,nan
Anagalipura Gate,nan,ANR2,35494,Anagalipura Gate (Towards Dodda Gubbi),13.07303,77.67888,,nan
Ananda Ashrama (BG Rd),nan,ASRM,22744,Ananda Ashrama (BG Rd) (Towards Bannerughatta ),12.9275,77.60062,,nan
Ananda Ashrama (BG Rd),nan,ASRM,22768,Ananda Ashrama (BG Rd) (Towards Bangalore Dairy Circle),12.92644,77.60037,,nan
Ananda Ashrama Bannerughatta,nan,ANDA,39748,Ananda Ashrama Bannerughatta (Towards Gottigere),12.818,77.58395,,nan
Ananda Ashrama Bannerughatta,nan,ANDA,39749,Ananda Ashrama Bannerughatta (Towards Bannerughatta Circle),12.81799,77.58412,,nan
Ananda Rao Circle,nan,A R C,20603,Ananda Rao Circle (Towards Malleshwaram),12.98115,77.57466,,nan
Ananda Rao Circle,nan,A R C,29506,Ananda Rao Circle (Towards Maharani College),12.98074,77.57503,,nan
Ananda Rao Circle,nan,A R C,35375,Ananda Rao Circle (Towards KR Market),12.98117,77.57694,,nan
Anandanagara,nan,ANDN1,29507,Anandanagara (Towards Hospete gate),12.98386,77.24218,,nan
Anandanagara,nan,ANDN1,35492,Anandanagara (Towards Belagumba),12.9838,77.24209,,nan
Anandapura,nan,ANDPR,29511,Anandapura (Towards TC Palya),13.02423,77.69285,,nan
Anandapura,nan,ANDPR,35489,Anandapura (Towards B Channasandra),13.0241,77.6927,,nan
Anandgiri layout,nan,ALGLOT,39923,Anandgiri layout (Towards Shanubhoganahalli ),12.82781,77.56638,,nan
Anandgiri layout,nan,ALGLOT,39924,Anandgiri layout (Towards Bilawaradahalli),12.82803,77.56648,,nan
Ananthapura,nan,ANTP,29512,Ananthapura (Towards Ramagondanahalli),13.11474,77.56709,,nan
Ananthapura,nan,ANTP,35488,Ananthapura (Towards Ananthapura Gate),13.11478,77.56706,,nan
Ananthapura Gate,nan,ANTPRG1,23081,Ananthapura Gate (Towards Doddaballapura),13.1146,77.57901,,nan
Ananthapura Gate,nan,ANTPRG1,23082,Ananthapura Gate (Towards Yalahanka NES Office),13.11478,77.57907,,nan
Anche Muskuru,nan,ANCMKR1,29513,Anche Muskuru (Towards Chikka Thirupathi),12.90473,77.86785,,nan
Anche Muskuru,nan,ANCMKR1,35487,Anche Muskuru (Towards Dunnasandra Cross),12.90471,77.8678,,nan
Anchepalya,nan,ANC,21644,Anchepalya (Towards Jalahalli Cross),13.05529,77.47983,,nan
Anchepalya,nan,ANC,23084,Anchepalya (Towards Nelamangala),13.05497,77.47936,,nan
Anchepalya,nan,ANCPL,20604,Anchepalya (Towards Bidadi),12.89258,77.45798,,nan
Anchepalya,nan,ANCPL1,20605,Anchepalya (Towards Kengeri),12.8926,77.45753,,nan
Anchibare Gandhinagara,nan,GNDNR2,39960,Anchibare Gandhinagara (Towards Harohalli),12.67429,77.491,,nan
Anchibare Gandhinagara,nan,GNDNR2,39961,Anchibare Gandhinagara (Towards Thattekere),12.67434,77.491,,nan
Anchipura,nan,ACPR1,29515,Anchipura (Towards Anchipura Colony),12.77061,77.43203,,nan
Anchipura,nan,ACPR1,35485,Anchipura (Towards Anchipura Cross),12.77008,77.43196,,nan
Anchipura Colony,nan,ANCPC1,29516,Anchipura Colony (Towards Bannigiri),12.76763,77.43855,,nan
Anchipura Colony,nan,ANCPC1,35484,Anchipura Colony (Towards Anchipura),12.76759,77.43854,,nan
Anchipura Cross,nan,ANCHPC,29517,Anchipura Cross (Towards Kodiyala),12.79009,77.44125,,nan
Anchipura Cross,nan,ANCHPC,35483,Anchipura Cross (Towards Shyanumangala),12.79006,77.44125,,nan
Andhrahalli,nan,ADH1,29518,Andhrahalli (Towards Herohalli),13.00805,77.48484,,nan
Andhrahalli,nan,ADH1,35482,Andhrahalli (Towards Thigalarapalya),13.00802,77.48484,,nan
Andhrahalli Gate,nan,ADHG,29519,Andhrahalli Gate (Towards Budigere),13.11545,77.74528,,nan
Andhrahalli Gate,nan,ADHG,35481,Andhrahalli Gate (Towards Budigere Cross),13.11547,77.74531,,nan
Andhrahalli Govt School,nan,ANDHGS,29520,Andhrahalli Govt School (Towards Andrahalli),13.00956,77.48295,,nan
Andhrahalli Govt School,nan,ANDHGS,35480,Andhrahalli Govt School (Towards Thiglarapalya),13.00952,77.48294,,nan
Ane Hosahalli Gate,nan,AHHG1,29521,Ane Hosahalli Gate (Towards Maralawadi),12.62071,77.51387,,nan
Ane Hosahalli Gate,nan,AHHG1,35479,Ane Hosahalli Gate (Towards Harohalli),12.62062,77.51383,,nan
Anehalla,nan,ANHL,29522,Anehalla (Towards Hospete Gate),12.97985,77.2414,,nan
Anehalla,nan,ANHL,35478,Anehalla (Towards Belagumba),12.97983,77.24132,,nan
Anekal,nan,CHODRCR,23094,Anekal (Towards Anekal),12.70939,77.69641,,nan
Anekal Circle,nan,ANKLCL,23095,Anekal Circle (Towards Anekal),12.71677,77.70018,,nan
Anekal Circle,nan,ANKLCL,23974,Anekal Circle (Towards Kaval Hosahalli),12.71674,77.70009,,nan
Anekal Road Junction,nan,JNOFANKR,30365,Anekal Road Junction (Towards Arehalli),12.76835,77.77015,,nan
Anekal Road Junction,nan,JNOFANKR,33142,Anekal Road Junction (Towards Attibele),12.76839,77.77011,,nan
Anepalya,nan,ANPLY,23800,Anepalya (Towards Adugodi),12.95289,77.60532,,nan
Anepalya,nan,ANPLY,23818,Anepalya (Towards Shivaji Nagara),12.95303,77.60518,,nan
Anjan Vidya Kendra School,nan,AVKS,29525,Anjan Vidya Kendra School (Towards Tattanuru),12.92427,77.82438,,nan
Anjan Vidya Kendra School,nan,AVKS,35475,Anjan Vidya Kendra School (Towards Muthkur),12.92411,77.82445,,nan
Anjanadri High School Doddakannahalli,nan,AHDKH,39891,Anjanadri High School Doddakannahalli (Towards AET Circle),12.911,77.69787,,nan
Anjanadri High School Doddakannahalli,nan,AHDKH,39892,Anjanadri High School Doddakannahalli (Towards Doddakannahalli),12.91097,77.69795,,nan
Anjanamurty,nan,AJM,38756,Anjanamurty (Towards Last Stop),13.04511,77.57437,,nan
Anjananagara,nan,AJN7,21455,Anjananagara (Towards Sunkadakatte),12.98617,77.48817,,nan
Anjananagara,nan,AJN7,21456,Anjananagara (Towards Gollarahatti),12.98614,77.48847,,nan
Anjanapura,nan,ANP10B,23101,Anjanapura (Towards Kembathalli),12.86196,77.56393,,nan
Anjanapura,nan,ANP10B,23649,Anjanapura (Towards Amruth Nagara),12.86196,77.56381,,nan
Anjanapura,nan,ANP10B,23651,Anjanapura (Towards Konanakunte),12.862,77.56385,,nan
Anjanapura 10th  Block,nan,ANP10B,38034,Anjanapura 10th  Block (Towards Depot-44 Last Stop),12.8556,77.57056,,nan
Anjanapura 10th Block,nan,AJNPR,38033,Anjanapura 10th Block (Towards Depot-44),12.85601,77.569,,nan
Anjanapura 10th Block,nan,ANP10B,38032,Anjanapura 10th Block (Towards Gottigere),12.85564,77.57054,,nan
Anjanapura 10th Block,nan,ANP3,21294,Anjanapura 10th Block (Towards Anjanapura),12.85593,77.56907,,nan
Anjanapura 11th Block,nan,ANJP11B,29373,Anjanapura 11th Block (Towards Anjanapura 10th block),12.85225,77.57235,,nan
Anjanapura 11th Block,nan,ANJP11B,35416,Anjanapura 11th Block (Towards Last Bus Stop ),12.85224,77.57265,,nan
Anjanapura 1st Block,nan,ANP1B,29526,Anjanapura 1st Block (Towards Anjanapura),12.85995,77.54822,,nan
Anjanapura 1st Block,nan,ANP1B,35474,Anjanapura 1st Block (Towards Aanjanapura 2nd Block),12.8599,77.54814,,nan
Anjanapura 2nd Block,nan,ANP2,29527,Anjanapura 2nd Block (Towards Avalahalli BDA Layout),12.86573,77.55245,,nan
Anjanapura 2nd Block,nan,ANP2,35473,Anjanapura 2nd Block (Towards Last Stop),12.86563,77.55253,,nan
Anjanapura 2nd Block Cross (LBSN),nan,ANP2LBSN,29528,Anjanapura 2nd Block Cross (LBSN) (Towards Anjanapura),12.86054,77.55939,,nan
Anjanapura 2nd Block Cross (LBSN),nan,ANP2LBSN,38778,Anjanapura 2nd Block Cross (LBSN) (Towards Amruthanagara),12.86053,77.55945,,nan
Anjanapura 6th Block (Lakshmivenkateshwara Temple),nan,ANP6B,39977,Anjanapura 6th Block (Lakshmivenkateshwara Temple) (Towards Ontimane),12.85322,77.55352,,nan
Anjanapura 6th Block (Lakshmivenkateshwara Temple),nan,ANP6B,39978,Anjanapura 6th Block (Lakshmivenkateshwara Temple) (Towards Anajanapura),12.85321,77.55342,,nan
Anjanapura Cross,nan,ANPC2,29529,Anjanapura Cross (Towards Amruth Nagara),12.86183,77.56091,,nan
Anjanapura Cross,nan,ANPC2,35471,Anjanapura Cross (Towards Konanakunte Cross),12.86183,77.56083,,nan
Anjanapura RTO Office,nan,ARTO1,39836,Anjanapura RTO Office (Towards RTO Office),12.86477,77.56304,,nan
Anjaneya Temple Anekal,nan,AKLCL,24184,Anjaneya Temple Anekal (Towards Kaval Hosahalli),12.71729,77.70025,,nan
Anjaneya Temple Anekal,nan,ANKLCL,23106,Anjaneya Temple Anekal (Towards Chowdareddy Circle),12.7173,77.70046,,nan
Anjaneya Temple Bidaraguppe,nan,ANJTPBD,21645,Anjaneya Temple Bidaraguppe (Towards Attibele),12.79986,77.78226,,nan
Anjaneya Temple Bidaraguppe,nan,ANJTPBD,21646,Anjaneya Temple Bidaraguppe (Towards Sarjapura),12.79988,77.78219,,nan
Anjaneya Temple Devanahalli,nan,AJNT,29530,Anjaneya Temple Devanahalli (Towards Bychapura),13.2351,77.71302,,nan
Anjaneya Temple Devanahalli,nan,AJNT,35470,Anjaneya Temple Devanahalli (Towards Devanahalli),13.23506,77.713,,nan
Anjaneya Temple Nelamangala,nan,ANT,21647,Anjaneya Temple Nelamangala (Towards Jalahalli Cross),13.09737,77.39777,,nan
Anjaneya Temple Nelamangala,nan,ANT,29533,Anjaneya Temple Nelamangala (Towards Nelamangala),13.09723,77.39774,,nan
Anjaneya Temple Thigalarapalya,nan,ATTGP,29534,Anjaneya Temple Thigalarapalya (Towards Thigalarapalya),13.01371,77.48343,,nan
Anjaneya Temple Thigalarapalya,nan,ATTGP,35468,Anjaneya Temple Thigalarapalya (Towards Andrahalli),13.01372,77.48347,,nan
Ankanahalli,nan,ANKH,29536,Ankanahalli (Towards Sulibele),13.20433,77.79846,,nan
Ankanahalli,nan,ANKH,35466,Ankanahalli (Towards I Basapura),13.20433,77.79838,,nan
Ankegowdana Doddy,nan,ANKDI,29537,Ankegowdana Doddy (Towards Sonare Doddy),12.70677,77.51728,,nan
Ankegowdana Doddy,nan,ANKDI,35465,Ankegowdana Doddy (Towards Kadujakkasandra),12.70677,77.51733,,nan
Anna Kuteera Kathriguppe,nan,ANKT,39526,Anna Kuteera Kathriguppe (Towards Last Stop),12.92613,77.55016,,nan
Annahalli,nan,ANH,35464,Annahalli (Towards Annahalli),12.69958,77.38452,,nan
Annapoorneshwari nagara Cross,nan,ANPNC,35463,Annapoorneshwari nagara Cross (Towards Byadarahalli),12.96998,77.49655,,nan
Annapoorneshwarinagara,nan,ANPNC1,22686,Annapoorneshwarinagara (Towards Papareddypalya),12.98077,77.50687,,nan
Annapoorneshwarinagara,nan,ANPNC1,22687,Annapoorneshwarinagara (Towards Sunkadakatte),12.98002,77.50667,,nan
Annapoorneshwarinagara (HGH),nan,APNARHGN,39966,Annapoorneshwarinagara (HGH) (Towards Last Stop),13.0009,77.51745,,nan
Annapoorneshwarinagara 3rd Main Road,nan,ANPNC1,22684,Annapoorneshwarinagara 3rd Main Road (Towards Annapoorneshwari Nagara),12.97816,77.50434,,nan
Annapoorneshwarinagara 3rd Main Road,nan,ANPNC1,22688,Annapoorneshwarinagara 3rd Main Road (Towards Srigandhada Kaval),12.97811,77.50446,,nan
Annapoorneshwarinagara Cross,nan,ANPNC,29540,Annapoorneshwarinagara Cross (Towards A I T College),12.97002,77.49658,,nan
Annapoorneshwarinagara Water Tank,nan,ANPNC1,29541,Annapoorneshwarinagara Water Tank (Towards Srigandhada Kaval D Group Employees Layout),12.97203,77.49697,,nan
Annapoorneshwarinagara Water Tank,nan,ANPNC1,35462,Annapoorneshwarinagara Water Tank (Towards Deepa Complex),12.97196,77.49702,,nan
Annapurneshwari Badavane,nan,ANPWB,39138,Annapurneshwari Badavane (Towards Muthkur Cross),13.13874,77.50802,,nan
Annapurneshwari Badavane,nan,ANPWB,39139,Annapurneshwari Badavane (Towards Shivakote),13.13879,77.50799,,nan
Annasandrapalya,nan,ANSP,21648,Annasandrapalya (Towards Basava Nagara),12.96444,77.67236,,nan
Annasandrapalya,nan,ANSP,21649,Annasandrapalya (Towards H A L Main Gate),12.96444,77.67252,,nan
Annasandrapalya Cross,nan,ANSPC1,23120,Annasandrapalya Cross (Towards H‌ A L),12.96039,77.66622,,nan
Annasandrapalya Cross,nan,ANSPC1,23646,Annasandrapalya Cross (Towards NGEF),12.96044,77.66607,,nan
Anneshwara Circle,nan,ANS,29543,Anneshwara Circle (Towards Bychapura),13.21541,77.71063,,nan
Anneshwara Circle,nan,ANS,35460,Anneshwara Circle (Towards Yarappanahalli),13.21536,77.71062,,nan
Anugondanahalli,nan,AGH,29545,Anugondanahalli (Towards Anugondanahalli Cross),12.95714,77.81518,,nan
Anugondanahalli,nan,AGH,35458,Anugondanahalli (Towards Muthkur),12.9571,77.81524,,nan
Anugondanahalli Cross,nan,AGDH,21650,Anugondanahalli Cross (Towards Chikka Thirupathi),12.95896,77.81597,,nan
Anugondanahalli Cross,nan,AGDH,21651,Anugondanahalli Cross (Towards Hope Farm),12.95892,77.81598,,nan
Anugraha Badavane (Bilekahalli),nan,AGB,38116,Anugraha Badavane (Bilekahalli) (Towards Last Stop),12.90328,77.60895,,nan
Anugraha Green Villa,nan,ANGA,40007,Anugraha Green Villa (Towards Last Stop),12.75619,77.66433,,nan
Anupahalli,nan,ANPH1,24988,nan,13.21543,77.85596,,nan
Anupahalli,nan,ANPH1,32486,Anupahalli (Towards Cheemasandra),13.21548,77.85612,,nan
Anupama Hospital,nan,ANPMH,39921,Anupama Hospital (Towards Gollarahatti),12.9827,77.47874,,nan
Anupama Hospital,nan,ANPMH,39922,Anupama Hospital (Towards Manjunathanagara),12.98269,77.47882,,nan
Aparel Park,nan,APRLP,29548,Aparel Park (Towards Doddaballapura),13.27257,77.55193,,nan
Aparel Park,nan,APRLP,35455,Aparel Park (Towards Rajanukunte),13.27266,77.55205,,nan
Apex Bank,nan,APEXB,20607,Apex Bank (Towards Giri Nagara),12.94177,77.55602,,nan
Apex Bank,nan,APXB,20608,Apex Bank (Towards Maruthi Circle),12.94183,77.55567,,nan
Apollo Hospital,nan,IIBM1,23578,Apollo Hospital (Towards Gottigere),12.89662,77.6,,nan
Apollo Hospital,nan,IIBM1,23870,Apollo Hospital (Towards Bilekahalli),12.89635,77.59972,,nan
Appasandra,nan,APS1,29551,Appasandra (Towards Umalu),13.06315,77.89669,,nan
Appasandra,nan,APS1,35452,Appasandra (Towards Hoskote),13.06317,77.89659,,nan
Aradeshanahalli,nan,ADHG1,29553,Aradeshanahalli (Towards Bettanahalli),13.22247,77.56361,,nan
Aradeshanahalli,nan,ADHG1,35450,Aradeshanahalli (Towards Suradevapura Cross),13.22244,77.56364,,nan
Aradeshanahalli Gate,nan,ADHG1,23137,Aradeshanahalli Gate (Towards Doddaballapura),13.21637,77.55258,,nan
Aradeshanahalli Gate,nan,ADHG1,23140,Aradeshanahalli Gate (Towards Rajanukunte),13.21648,77.55266,,nan
Arakere,nan,ARKR2,23142,Arakere (Towards Budamanahalli Cross),13.18477,77.5442,,nan
Arakere,nan,ARKR2,23144,Arakere (Towards Arakere Byrapura),13.18474,77.54418,,nan
Arakere Byrapura,nan,ABRPR,29555,Arakere Byrapura (Towards Kadatanamale),13.20062,77.5393,,nan
Arakere Byrapura,nan,ABRPR,35448,Arakere Byrapura (Towards Byrapura /Adde vishwanathpura),13.20064,77.53932,,nan
Arakere Gate,nan,ARKR,39361,Arakere Gate (Towards Arakere gate/Arakere Mico Layout),12.89059,77.5978,,nan
Arakere Gate,nan,ARKRG,23145,Arakere Gate (Towards BPL),12.89024,77.59811,,nan
Arakere Gate,nan,ARKRG,23147,Arakere Gate (Towards I I M),12.89042,77.59793,,nan
Aralalusandra,nan,ALS2,29557,Aralalusandra (Towards Hugarapalya),12.73314,77.45381,,nan
Aralalusandra,nan,ALS2,35446,Aralalusandra (Towards Byramangala),12.73311,77.45385,,nan
Aralalusandra Cross,nan,ALSNDR,29558,Aralalusandra Cross (Towards Gantakana Doddy Cross),12.74337,77.46289,,nan
Aralalusandra Cross,nan,ALSNDR,35445,Aralalusandra Cross (Towards Hugarapalya),12.74341,77.46301,,nan
Aralimara (PK Kalyana Mantapa ),nan,PKK1,23810,Aralimara (PK Kalyana Mantapa ) (Towards Beguru),12.88003,77.62459,,nan
Aralimara (PK Kalyana Mantapa ),nan,PKK1,23814,Aralimara (PK Kalyana Mantapa ) (Towards Bommanahalli),12.87985,77.62456,,nan
Aralimara Industrial Area Rajajinagara,nan,RJJNGR,21654,Aralimara Industrial Area Rajajinagara (Towards Vijayanagara),12.97858,77.54902,,nan
Aralimara Industrial Area Rajajinagara,nan,RJJNGR,21655,Aralimara Industrial Area Rajajinagara (Towards E S I Hospital),12.97857,77.54871,,nan
Aralimara Sunkadakatte,nan,SNKDKA,20609,Aralimara Sunkadakatte (Towards Sunkadakatte),12.99209,77.50467,,nan
Aralimara Ullalu,nan,ARLM,29560,Aralimara Ullalu (Towards Muddaiahnapalya),12.95769,77.48728,,nan
Aralimara Ullalu,nan,ARLM,35443,Aralimara Ullalu (Towards ullalu),12.95768,77.48731,,nan
Aralimarada Doddy,nan,AMD5,23154,Aralimarada Doddy (Towards Mellohalli),12.8066,77.27057,,nan
Aralimaradapalya,nan,AMPC3,23155,Aralimaradapalya (Towards Aralimaradapalya),12.9297,77.36468,,nan
Aralimaradapalya Cross,nan,AMPC3,29561,Aralimaradapalya Cross (Towards Huluvenahalli),12.92666,77.36,,nan
Aralimaradapalya Cross,nan,AMPC3,35442,Aralimaradapalya Cross (Towards Madapatna),12.92659,77.35999,,nan
Aralumallige,nan,ARLMLG1,29562,Aralumallige (Towards Doddaballapura),13.2737,77.50925,,nan
Aralumallige,nan,ARLMLG1,35441,Aralumallige (Towards Madhure),13.27365,77.50931,,nan
Aralumallige Cross,nan,ARLC,29563,Aralumallige Cross (Towards Aralumallige),13.26702,77.51161,,nan
Arasanahalli,nan,ASH,23160,Arasanahalli (Towards I Basapura),13.20152,77.79732,,nan
Arasanahalli,nan,ASH,23161,Arasanahalli (Towards Sulibele),13.20148,77.79737,,nan
Arasanahalli,nan,HSH,23159,Arasanahalli (Towards Pura),12.96478,77.88863,,nan
Arathipalya,nan,ARTPL1,29565,Arathipalya (Towards Ravuttanahalli),13.03724,77.42604,,nan
Arathipalya,nan,ARTPL1,35438,Arathipalya (Towards Tumkur Road),13.03724,77.42597,,nan
Aravinda Limited,nan,ARVDLMT,23166,Aravinda Limited (Towards Jigani),12.81475,77.67016,,nan
Aravinda Limited,nan,ARVDLMT,23889,Aravinda Limited (Towards Bommanahalli),12.81485,77.67002,,nan
Arch Railway Gollahalli,nan,RGHA,29567,Arch Railway Gollahalli (Towards Nelamangala),13.1482,77.41192,,nan
Arch Railway Gollahalli,nan,RGHA,35436,Arch Railway Gollahalli (Towards Byranayakanahalli),13.14818,77.41187,,nan
Archakara Badavane,nan,ARKB,29568,Archakara Badavane (Towards Sri Shiradi Sai Temple),12.91878,77.45255,,nan
Archakara Badavane,nan,ARKB,35435,Archakara Badavane (Towards New Byrohalli),12.91876,77.45237,,nan
Are Bannimangala,nan,ARBG,29569,Are Bannimangala (Towards Hunasuru),13.15396,77.71761,,nan
Are Bannimangala,nan,ARBG,35434,Are Bannimangala (Towards Bagaluru),13.154,77.71759,,nan
Are bannimangala Cross,nan,ARBC,39099,Are bannimangala Cross (Towards Bettakote),13.15681,77.71965,,nan
Arebic College,nan,ABCLLG,21656,Arebic College (Towards Govindapura Cross),13.03021,77.62093,,nan
Arebic College,nan,ABCLLG,21657,Arebic College (Towards Kadugondanahalli Railway Gate),13.03049,77.62121,,nan
Arebommanahalli T Begur,nan,ABMHL,23171,Arebommanahalli T Begur (Towards Kuluvanahalli),13.14258,77.28487,,nan
Arehalli,nan,AREHL,23173,Arehalli (Towards Attibele),12.76319,77.7669,,nan
Arehalli,nan,AREHL,23175,Arehalli (Towards Bhakthipura Cross),12.76317,77.76695,,nan
Arehalli,nan,ARHL,23176,Arehalli (Towards Marasandra Circle),13.26528,77.56541,,nan
Arehalli,nan,ARHL4,21659,Arehalli (Towards Kengeri),12.90834,77.53797,,nan
Arehalli,nan,ARHL4,21661,Arehalli (Towards Uttarahalli),12.90865,77.53885,,nan
Arehalli,nan,ARIHL5,21658,Arehalli (Towards Arehalli Cross),12.93717,77.8298,,nan
Arehalli,nan,ARIHL5,21660,Arehalli (Towards Tattanuru),12.93715,77.82987,,nan
Arehalli Cross,nan,ARH CRSS,21662,Arehalli Cross (Towards Chikka Thirupathi),12.94227,77.83669,,nan
Arehalli Cross,nan,ARH CRSS,21663,Arehalli Cross (Towards Dunnasandra Cross),12.94222,77.83665,,nan
Arenur,nan,ARER,29570,Arenur (Towards Bidaraguppe),12.80984,77.77503,,nan
Arenur,nan,ARER,35433,Arenur (Towards Handenahalli),12.80975,77.7749,,nan
Arishinakunte,nan,ARSK1,29571,Arishinakunte (Towards Nelamangala),13.07971,77.42421,,nan
Arishinakunte,nan,ARSKT,21664,Arishinakunte (Towards Jalahalli Cross),13.08026,77.42417,,nan
Arishinakunte,nan,HRNK,35680,Arishinakunte (Towards Balepura),13.2008,77.77368,,nan
Arishinakunte,nan,HSKT-1,35679,Arishinakunte (Towards Devanahalli),13.20051,77.77355,,nan
Arishinakunte  Toll,nan,ARSK1,38573,Arishinakunte  Toll (Towards Jalahalli Cross),13.0799,77.42487,,nan
Arivesandra,nan,ARVS1,29572,Arivesandra (Towards T Begur),13.18506,77.32518,,nan
Arivesandra,nan,ARVS1,35677,Arivesandra (Towards Thyamagondlu),13.18504,77.32512,,nan
Arjun bettahalli,nan,ABTH,39661,Arjun bettahalli (Towards Last Stop),13.15969,77.41892,,nan
Army Public School Kamaraja Road,nan,APSK,36501,Army Public School Kamaraja Road (Towards Last stop),12.97871,77.60941,,nan
Arogya Dhama,nan,ARGD,35675,Arogya Dhama (Towards Kunigal Main Road),13.07838,77.35297,,nan
Art Of Living Ravishankar Ashram,nan,ARTOL,29576,Art Of Living Ravishankar Ashram (Towards saludoddi),12.8286,77.51257,,nan
Art Of Living Ravishankar Ashram,nan,ARTOL,35673,Art Of Living Ravishankar Ashram (Towards Kaggalipura),12.82858,77.51277,,nan
Art of Living (Kanakapura Road),nan,ARTOL,29575,Art of Living (Kanakapura Road) (Towards Udipalya),12.82279,77.51417,,nan
Art of Living (Kanakapura Road),nan,ARTOL,35674,Art of Living (Kanakapura Road) (Towards Shanimahathma Temple ),12.82267,77.51403,,nan
Art of Living Sri Ravishankar Ashram,nan,ALRSA,39585,Art of Living Sri Ravishankar Ashram (Towards Last Stop),12.82857,77.51236,,nan
